,id,name,status,formed_in,genre,theme,active,ended_in,country
6819,21607,Grave Desecration,Active,2002.0,Death Metal/Grindcore,Gore,2002-2022,2022,United States
6820,21608,Grave Desecrator,Active,1998.0,Death/Black Metal,Satanism,1998-2022,2022,Brazil
6821,21609,Grave Forsaken,Active,2004.0,Death/Thrash Metal,Christianity,2004-2022,2022,Australia
6822,21613,Gravecore,Active,2014.0,Death Metal/Hardcore,Horror,2014-2022,2022,Italy
6823,21615,Gravel Chewer,Active,2008.0,Thrash/Death Metal,Folly of Mankind,2008-2022,2022,Canada
6824,21616,Graveless,Active,1991.0,Death Metal with Doom influences,Sorrow,1991-2022,2022,Norway
6825,21620,Graveolence,Active,2014.0,Death Metal/Grindcore,Gore,2014-2022,2022,Canada
6826,21631,Graviton,Active,2001.0,Death Metal/Grindcore,Horror,2001-2022,2022,Japan
6827,21635,Greed & Rapacity,Active,2010.0,Black/Death Metal,Human archetypes,2010-2022,2022,Australia
6828,21636,Greed Killing,Split-up,2007.0,Death Metal/Grindcore,Political Unrest,2007-2011,2011,Germany
6829,21637,Green Army,Active,2010.0,Thrash/Death Metal,Darkness,2010-2022,2022,Bangladesh
6830,21643,Grey Heaven Fall,Active,2006.0,Black/Death Metal,Dark Philosophy,2006-2022,2022,Russia
6831,21644,Greydawn,Split-up,1993.0,Black/Death Metal,Evil,1993-1995,1995,Australia
6832,21645,Greystar,Active,1998.0,Thrash/Death Metal,Anti-Christianity,1998-2022,2022,United States
6833,21649,Grieving Age,Active,2003.0,Doom/Death Metal,Death,2003-2022,2022,Saudi Arabia
6834,21650,Grifo,Active,2013.0,Grindcore/Death Metal,Death,2013-2022,2022,United States
6835,21654,Grim Infernus,Active,2013.0,Black/Death Metal,Hate,2013-2022,2022,Indonesia
6836,21655,Grim Raper,Active,2007.0,Death Metal/Grindcore,Rape,2007-2022,2022,United States
6837,21657,Grimaze,Active,2013.0,Groove/Death Metal,Strength,2013-2022,2022,Bulgaria
6838,21659,Grimfrost,Active,2002.0,Black/Death Metal,Nature,2002-2022,2022,Russia
6839,21664,Grimus,Active,2007.0,Death Metal/Deathcore,Defeatism,2007-2022,2022,United States
6840,21666,Grind Bastard,Split-up,2009.0,Grindcore/Death Metal,Society,2009-2010,2010,United States
6841,21668,Grind Convulsion,Active,2005.0,Death Metal/Grindcore,Gore,2005-2022,2022,Argentina
6842,21675,Grinding Souls,Active,2006.0,Death Metal/Grindcore,Death,2006-2022,2022,Brazil
6843,21676,Grindnecks,Split-up,2003.0,Thrash/Death Metal,Terror,2003-2005,2005,Sweden
6844,21677,Grindomatic,Active,2003.0,Death Metal/Grindcore,Gore,2003-2022,2022,France
6845,21683,Grobut Neerg,Active,2006.0,Death/Folk Metal,Horror,2006-2022,2022,Russia
6846,21686,Grol,On hold,2002.0,Death Metal/Grindcore,Anus,2002-2022,2022,Lithuania
6847,21691,Grot,Active,2011.0,Death Metal/Grindcore,Social,2011-2022,2022,Ireland
6848,21693,Grotescolândia,Active,2001.0,Death Metal/Grindcore,Gore,2001-2022,2022,Brazil
6849,21703,Gruesome Stuff Relish,Active,2000.0,Death Metal/Grindcore,Cannibals,2000-2022,2022,Spain
6850,21709,Gryzor,Active,2008.0,Thrash/Death Metal,Historical and contemporary sociopolitical commentary obfuscated by satire,2008-2022,2022,United States
6851,21716,Guerrilla,Split-up,1994.0,Thrash/Death Metal,Politics,1994-2012,2012,Germany
6852,21720,Guillotine,Active,2001.0,Thrash/Death Metal,UFO,2001-2022,2022,Brazil
6853,21727,Gunja,Split-up,2005.0,Death Metal/Hardcore,Rage,2005-2014,2014,Italy
6854,21732,Gutshot,Active,2007.0,Death/Thrash Metal,Violence,2007-2022,2022,Poland
6855,21738,Gutworm,Split-up,1999.0,Death Metal/Metalcore,Life,1999-2010,2010,United Kingdom
6856,21739,Gutwrench,Split-up,2011.0,Death/Doom Metal,Horror,2011-2015,2015,Mexico
6857,21740,Gyibaaw,Split-up,2006.0,Death/Black Metal,Ancient warfare,2006-2012,2012,Canada
6858,21742,Gólgota,Active,1996.0,Death Metal/Grindcore,Anti-Christianity,1996-2022,2022,Costa Rica
6859,21747,HaaH,Active,2012.0,Black/Death Metal,Occultism,2012-2022,2022,Netherlands
6860,21748,Habitual,Active,2000.0,Death/Thrash Metal,Death,2000-2022,2022,United States
6861,21751,Hadal,Active,2009.0,Doom/Death Metal,Depression,2009-2022,2022,Italy
6862,21752,Hades,Active,2012.0,Death/Thrash Metal,Anti-Religion,2012-2022,2022,Colombia
6863,21756,Hadit,Active,2013.0,Death/Black Metal,Occultism,2013-2022,2022,Italy
6864,21760,Hail,Active,2001.0,Black/Death Metal,Satan,2001-2022,2022,Finland
6865,21762,Hail the Night,Active,2006.0,Black/Death Metal,Death,2006-2022,2022,United States
6866,21765,Hakenkreuz,Split-up,2004.0,Black/Death Metal,Apocalyptic Themes,2004-2007,2007,New Zealand
6867,21766,Halberd,Active,2012.0,Death/Doom Metal,War history,2012-2022,2022,International
6868,21767,Half Gorilla,Split-up,2005.0,Grindcore/Death Metal,Ultra Gorillas,2005-2010,2010,United States
6869,21773,Halter,Active,2009.0,Doom/Death Metal,Social,2009-2022,2022,Russia
6870,21777,Hamferð,Active,2008.0,Doom/Death Metal,Old Tales,2008-2022,2022,Faroe Islands
6871,21780,Hammercult,Active,2010.0,Death/Thrash Metal,War,2010-2022,2022,Israel
6872,21783,Hammerdrone,Active,2010.0,Black/Death Metal,History,2010-2022,2022,Canada
6873,21787,Hang the Traitor,Active,2008.0,Death/Thrash Metal,Murder,2008-2022,2022,Portugal
6874,21788,Hanged,Active,2011.0,Thrash/Death Metal,Death,2011-2022,2022,Italy
6875,21797,Harlequin,Active,2009.0,Death/Thrash Metal,Mythology,2009-2022,2022,United States
6876,21800,Harmony Fault,Active,2002.0,Brutal Death Metal| Goregrind,Cannibalism,2002-2022,2022,Brazil
6877,21803,Harvest,Active,2012.0,Death/Groove Metal,Chaos,2012-2022,2022,Panama
6878,21805,Harvest Gulgaltha,Active,2012.0,Black/Death Metal,Necromancy,2012-2022,2022,United States
6879,21806,Harvyst,Active,1999.0,Death Metal/Industrial,Sex,1999-2022,2022,United States
6880,21813,Hate Beyond,Active,2002.0,Death/Thrash Metal,Pain,2002-2022,2022,Japan
6881,21815,Hate Diplomacy,Active,2006.0,Brutal Death Metal| Hardcore,Politics,2006-2022,2022,Puerto Rico
6882,21816,Hate Division,Active,2006.0,Death Metal/Grindcore,War,2006-2022,2022,Canada
6883,21820,Hate Handles,Active,2011.0,Death/Thrash Metal,Politics,2011-2022,2022,Brazil
6884,21830,Hateform,On hold,2004.0,Death/Thrash Metal,Anger,2004-2014,2014,Finland
6885,21834,HateGrama,Active,2006.0,Industrial/Death Metal,Future/Cyber Topics,2006-2022,2022,Chile
6886,21837,Hatevomit,Active,2009.0,Black/Death Metal,Anti-Religion,2009-2022,2022,International
6887,21839,Hathor,Active,1995.0,Black/Death Metal,Fantasy,1995-2022,2022,Romania
6888,21842,Hatred Embraced,Split-up,2007.0,Death/Thrash Metal,Death,2007-2012,2012,United States
6889,21844,Hatross,Active,2009.0,Death/Thrash Metal,Evil,2009-2022,2022,Panama
6890,21845,Hatröss,Split-up,1990.0,Death/Thrash Metal,Dark,1990-1997,1997,Croatia
6891,21846,Haunted Cellar,Active,2010.0,Death Metal/Deathcore,Personal struggles,2010-2022,2022,Syria
6892,21847,Haunted| Wisconsin,Split-up,2011.0,Death/Groove Metal,Society,2011-2015,2015,United States
6893,21857,HCCE Orwell,Active,2008.0,Black/Death Metal,Anarchy,2008-2022,2022,Spain
6894,21865,Hear o Israel,Split-up,1988.0,Doom/Death Metal,Doom,1988-1992,1992,United States
6895,21868,Heathen/Lifecode,Active,2005.0,Black/Death Metal,Heathenism,2005-2022,2022,Italy
6896,21872,Heavens Nearby,Active,1996.0,Doom/Death Metal,Prehispanic Mythology,1996-2022,2022,Mexico
6897,21873,Heaving Sun,Active,2010.0,Doom/Death Metal,Space,2010-2022,2022,United Kingdom
6898,21874,Heavy Demons,Active,2001.0,Death/Thrash Metal,Death,2001-2022,2022,Switzerland
6899,21876,Heavy Metal Kids,Active,2007.0,Death/Thrash Metal,Warhammer 40K,2007-2022,2022,Russia
6900,21882,Hecatombe,Active,1994.0,Death/Thrash Metal,Humor,1994-2022,2022,Venezuela
6901,21886,Hefaistos,Split-up,2008.0,Death/Thrash Metal,Spanish conquest,2008-2013,2013,Chile
6902,21892,Hell,Active,2006.0,Black/Death Metal,Alcohol,2006-2022,2022,France
6903,21893,Hell Dormant,Split-up,2001.0,Death Metal/Grindcore,Death,2001-2005,2005,Pakistan
6904,21896,Hell Molestor,Split-up,2009.0,Death/Black Metal,Satanic,2009-2014,2014,United States
6905,21900,Hell Spawn,Split-up,2009.0,Death/Thrash Metal,Demons,2009-2015,2015,Germany
6906,21901,Hell Torment,Active,2006.0,Black/Death Metal,Death,2006-2022,2022,Peru
6907,21904,Hell's Pigeons,Active,2003.0,Death/Black Metal,Pigeons,2003-2022,2022,Germany
6908,21906,HellArise,Active,2009.0,Thrash/Death Metal,Social problems,2009-2022,2022,Brazil
6909,21907,Hellawaits,Active,2006.0,Death Metal/Hardcore,Anger,2006-2022,2022,Slovakia
6910,21908,Hellbeast,Active,2012.0,Black/Death Metal,Satanism,2012-2022,2022,United States
6911,21909,HellBent,Active,2005.0,Death/Thrash Metal,Life,2005-2022,2022,United States
6912,21916,Hellchant,Active,2014.0,Black/Death Metal,Destruction,2014-2022,2022,Netherlands
6913,21919,Hellfire Deathcult,Active,2013.0,Black/Death Metal,Blasphemy,2013-2022,2022,United States
6914,21925,Hellish,Active,1999.0,Black/Death Metal,Death,1999-2022,2022,Italy
6915,21926,Hellish Breed,Active,2004.0,Death/Black Metal,Darkness,2004-2022,2022,Netherlands
6916,21927,Hellish Flesh,Active,2010.0,Death/Thrash Metal,Religion,2010-2022,2022,Mexico
6917,21929,Hellisheaven,Active,2008.0,Death Metal/Crust,War,2008-2022,2022,Poland
6918,21931,Hellium,Active,2005.0,Death/Groove Metal,Politics,2005-2022,2022,Algeria
6919,21932,Hellkvlt Mexica,Active,2012.0,Black/Death Metal,Evil,2012-2022,2022,International
6920,21933,Hellkymia,Active,2006.0,Death/Doom Metal,Mysticism,2006-2022,2022,Italy
6921,21936,Hellscourge,Active,2010.0,Black/Death Metal,The Devil,2010-2022,2022,Brazil
6922,21941,Hellsteps,Active,2006.0,Black/Death Metal,Ancient history,2006-2022,2022,Italy
6923,21942,Hellusinit,Active,2005.0,Death Metal/Grindcore,Gore,2005-2022,2022,United States
6924,21943,Hellvate,Active,2002.0,Death/Black Metal,Battles,2002-2022,2022,Italy
6925,21944,Hellven,Active,2006.0,Death/Thrash Metal,Madness,2006-2022,2022,Brazil
6926,21950,Helminthophobia,Active,2012.0,Death Metal/Grindcore,Gore,2012-2022,2022,Netherlands
6927,21953,Helter,Active,2008.0,Death/Groove Metal,Society,2008-2022,2022,Brazil
6928,21956,Helveteraper,Active,2011.0,Black/Death Metal,Blasphemy,2011-2022,2022,Italy
6929,21958,Hematoma,Active,2004.0,Death Metal/Grindcore,Pathology,2004-2022,2022,Mexico
6930,21962,Hemorrhage,Active,1992.0,Black/Death Metal,Anti-Christianity,1992-2022,2022,Brazil
6931,21967,Hercesis,Active,2015.0,Death/Thrash Metal,Science Fiction,2015-2022,2022,Italy
6932,21969,Herege,Active,2014.0,Black/Death Metal,War,2014-2022,2022,Brazil
6933,21970,Herejia,Active,1991.0,Death/Thrash Metal,Anti-religion,1991-2022,2022,Colombia
6934,21981,Heretics,Active,1996.0,Death/Thrash Metal,Babylonian Heathenism,1996-2022,2022,Chile
6935,21985,Herlighet,Active,2002.0,Death/Doom Metal,Christianity,2002-2022,2022,Mexico
6936,21992,Hex,Active,2007.0,Black/Death Metal,Hell,2007-2022,2022,United States
6937,21993,Hex Morbidity,Active,2013.0,Black/Death Metal,Satanism,2013-2022,2022,United Kingdom
6938,21994,Hexagram,Active,2005.0,Death/Thrash Metal,Religion,2005-2022,2022,Chile
6939,21996,Hexe Eye,Active,2014.0,Death/Thrash Metal,Hate,2014-2022,2022,Guatemala
6940,22002,Hic Iacet,Active,2010.0,Black/Death Metal,Death,2010-2022,2022,Spain
6941,22010,Hideous Mangleus,Active,1989.0,Death Metal/Grindcore,Death,1989-2022,2022,United States
6942,22011,Hiding Fear,Active,2009.0,Thrash/Death Metal,Imagination,2009-2022,2022,Malaysia
6943,22012,Hiena,Active,2009.0,Death/Thrash Metal,Political,2009-2022,2022,Venezuela
6944,22013,Hierarchical Punishment,Active,1994.0,Death Metal/Grindcore,Political/Social Problems,1994-2022,2022,Brazil
6945,22014,Hierarchy,Split-up,2003.0,Death/Black Metal,Satanic,2003-2008,2008,United States
6946,22015,High School Massacre,Active,2011.0,Death Metal/Grindcore,Murder,2011-2022,2022,Brazil
6947,22019,Hindrance,Active,1992.0,Death Metal/Grindcore,Gore,1992-2022,2022,Spain
6948,22020,Hissing,Active,2014.0,Black/Death Metal,Anxiety,2014-2022,2022,United States
6949,22022,Hoath,Active,2002.0,Black/Death Metal,Occultism,2002-2022,2022,Finland
6950,22023,Hocnis,Active,2002.0,Thrash/Death Metal,Politics,2002-2022,2022,Brazil
6951,22026,Hokum,Active,2000.0,Death/Thrash Metal,Social critique,2000-2022,2022,Germany
6952,22030,Hollow Ground,Active,1992.0,Thrash/Death Metal,Serial Killers,1992-2022,2022,United States
6953,22037,Holocausto Canibal,Active,1997.0,Death Metal/Grindcore,Gore,1997-2022,2022,Portugal
6954,22039,Holy Cannibalism,Split-up,2006.0,Death Metal/Grindcore,Gore,2006-2010,2010,United States
6955,22043,Holy Shit B.S.E.,Active,2003.0,Death Metal/Grindcore,Gore,2003-2022,2022,Colombia
6956,22046,Home Reared Meat,Active,2008.0,Death Metal/Deathcore,Gore,2008-2022,2022,Germany
6957,22050,Homicide,Active,2006.0,Grindcore/Death Metal,Violence,2006-2022,2022,Brazil
6958,22052,Homicidium,Active,2005.0,Thrash/Death Metal,Murders,2005-2022,2022,Brazil
6959,22057,Hookerspitwindex,Split-up,2007.0,Death Metal/Grindcore,Humour,2007-2011,2011,United States
6960,22064,Horda Profana,Active,2013.0,Black/Death Metal,Blasphemy,2013-2022,2022,Argentina
6961,22069,Horns of Resistance,Split-up,2007.0,Death Metal/Metalcore,Veganism,2007-2009,2009,Germany
6962,22073,Horrificia,Active,2005.0,Grindcore/Death Metal,Splatter,2005-2022,2022,Brazil
6963,22076,Horror,Active,2009.0,Black/Death Metal,Hate,2009-2022,2022,United States
6964,22078,Horror God,Active,2006.0,Black/Death Metal,Death,2006-2022,2022,Russia
6965,22080,Hortus Nullus,Active,2009.0,Death/Doom Metal,Occultism,2009-2022,2022,Brazil
6966,22082,Hostel,Active,2012.0,Grindcore/Death Metal,Society,2012-2022,2022,Indonesia
6967,22083,Hostile,Active,2012.0,Death/Thrash Metal,Divine Comedy,2012-2022,2022,Mexico
6968,22087,Hostilidad,Active,2006.0,Death/Thrash Metal,Darkness,2006-2022,2022,Argentina
6969,22093,Howling,On hold,2012.0,Death/Thrash Metal,Horror,2012-2022,2022,United States
6970,22095,Howls of Ebb,Active,2012.0,Black/Death Metal,Voyeurism,2012-2022,2022,United States
6971,22096,Hrafnblóð,Active,2010.0,Black/Death Metal,Anti-Zionism,2010-2022,2022,United Kingdom
6972,22097,Hrii Fhtagn,Active,2012.0,Black/Death Metal,Cthulhu Mythos,2012-2022,2022,Costa Rica
6973,22102,Human Butchery,Active,2013.0,Death Metal/Goregrind,Gore,2013-2022,2022,Spain
6974,22103,Human Collapse,Active,2011.0,Doom/Death Metal,Sorrow,2011-2022,2022,Russia
6975,22109,Human Holocaust,Active,2013.0,Thrash/Death Metal,Holocaust,2013-2022,2022,Argentina
6976,22110,Human Infected,Split-up,2010.0,Death/Thrash Metal,War,2010-2012,2012,Chile
6977,22115,Human Remains,Split-up,1989.0,Death Metal/Grindcore,Mankind,1989-1995,1995,United States
6978,22117,Human Ritual,Split-up,2000.0,Death/Thrash Metal,Death,2000-2004,2004,United States
6979,22124,Humanity Delete,Active,2003.0,Death Metal/Grindcore,Asian Ghosts & Folklore,2003-2022,2022,Sweden
6980,22126,Humanure,Active,2009.0,Death Metal/Grindcore,War,2009-2022,2022,Indonesia
6981,22130,Huoripukki,Active,2008.0,Death/Thrash Metal,Satanic,2008-2022,2022,Finland
6982,22132,Hurtgen,Active,2010.0,Death/Black Metal,Anti-Christianity,2010-2022,2022,Brazil
6983,22134,Hutt,Active,2001.0,Death Metal/Grindcore,Controversial,2001-2022,2022,Brazil
6984,22142,Hydrown,Active,2006.0,Death/Thrash Metal,War,2006-2022,2022,Brazil
6985,22143,Hyelish,Active,2007.0,Death/Black Metal,Death,2007-2022,2022,Argentina
6986,22147,Hyperial,Split-up,2006.0,Black/Death Metal,Armageddon,2006-2016,2016,Poland
6987,22151,Hypnosis,Split-up,1993.0,Death/Industrial Metal,Hybrid Themes/Modernity,1993-2010,2010,France
6988,22152,Hypnotic Scenery,Active,1991.0,Doom/Death Metal,Life,1991-2022,2022,Czech Republic
6989,22156,Hypokras,Active,1997.0,Thrash/Death Metal,Horror,1997-2022,2022,France
6990,22160,Hysteria,Split-up,1996.0,Thrash/Death Metal,Hate,1996-2009,2009,Germany
6991,22162,Hysterya,Active,2000.0,Thrash/Death Metal,Inner Research,2000-2022,2022,Italy
6992,22165,Häxan,Active,2013.0,Death/Black Metal,Death,2013-2022,2022,Chile
6993,22166,Hërmës,Active,2008.0,Death Metal/Crossover,Political & Social Issues,2008-2022,2022,Mexico
6994,22168,Hřbitov,Active,1991.0,Black/Death Metal,Graveyard,1991-2022,2022,Czech Republic
6995,22174,I Lied,Active,2009.0,Death/Thrash Metal,Alcohol,2009-2022,2022,Finland
6996,22179,I Will Kill You,Active,2010.0,Death/Thrash Metal,Extreme Death,2010-2022,2022,Italy
6997,22181,I.G.A.D.S.N.A.G.I.A.T.,Active,2011.0,Black/Death Metal,Universe,2011-2022,2022,Germany
6998,22192,Icethrone,Active,2009.0,Viking/Death Metal,Paganism,2009-2022,2022,Italy
6999,22193,Ichabod Crane,Active,2005.0,Death/Thrash Metal,Demonology,2005-2022,2022,United States
7000,22196,Ichor,Active,2008.0,Deathcore/Death Metal,H.P. Lovecraft,2008-2022,2022,Germany
7001,22197,Iciclan,Active,2004.0,Black/Death Metal,Fantasy,2004-2022,2022,Australia
7002,22198,Icnos,Active,2006.0,Death/Thrash Metal,Death,2006-2022,2022,Mexico
7003,22202,Iconocaust,Active,2005.0,Death/Thrash Metal,Death,2005-2022,2022,United States
7004,22204,Iconoclast Contra,Active,2007.0,Black/Death Metal,Anti-religion,2007-2022,2022,United States
7005,22208,Ides,Active,2014.0,Doom/Death Metal,Apocalypse,2014-2022,2022,Netherlands
7006,22211,Idiot. Flesh.,Split-up,2002.0,Death Metal/Grindcore,Death,2002-2010,2010,Mexico
7007,22215,Ignightor,Active,2009.0,Death/Black Metal,Sorrow,2009-2022,2022,Canada
7008,22218,Ignis Occultus,Split-up,2002.0,Death/Black Metal,Aztec mythology,2002-2010,2010,Mexico
7009,22220,Ilemauzar,Active,1992.0,Black/Death Metal,Blasphemy,1996-2022,2022,Singapore
7010,22221,Ilienses Tree,Active,2013.0,Doom/Death Metal,Personal issues,2013-2022,2022,Italy
7011,22229,Illusion of Strength,Active,2012.0,Black/Death Metal,Death,2012-2022,2022,Germany
7012,22230,Illusions Dead,Active,2009.0,Death/Black Metal,Death,2009-2022,2022,Finland
7013,22231,Illvminati Corp,Split-up,2005.0,Death/Thrash Metal,Death,2005-2007,2007,Chile
7014,22233,Imbecile,Split-up,1994.0,Grindcore/Death Metal,Hate,1994-2008,2008,Germany
7015,22238,Immensité,Active,2012.0,Death/Black Metal,Georges Bataille's poetry,2012-2022,2022,United States
7016,22258,Impact,Active,2007.0,Death/Thrash Metal,Social Criticism,2007-2022,2022,Brazil
7017,22260,Impaled Baphomet,Active,2009.0,Death/Thrash Metal,Christianity,2009-2022,2022,Mexico
7018,22266,Imperfect Souls,Active,2005.0,Thrash/Death Metal,Satanism,2005-2022,2022,Brazil
7019,22270,Imperial Vengeance,Active,2007.0,Black/Death Metal,British Military,2007-2022,2022,United Kingdom
7020,22272,Imperio Death,Active,2003.0,Death/Black Metal,War,2003-2022,2022,Brazil
7021,22277,Impio,Active,2003.0,Death/Black Metal,War,2003-2022,2022,Spain
7022,22279,Impious,Active,1994.0,Death/Thrash Metal,Antichristian,1994-2022,2022,Sweden
7023,22280,Impious Baptism,Active,2010.0,Black/Death Metal,Satanism,2010-2022,2022,Australia
7024,22281,Impious Blood,Active,2012.0,Black/Death Metal,Darkness,2012-2022,2022,Malaysia
7025,22287,Imprekator,Active,1998.0,Death/Black Metal,War,1998-2022,2022,Colombia
7026,22289,Impulso de Tanatos,Active,1998.0,Death Metal/Metalcore,Society,1998-2022,2022,Ecuador
7027,22291,Impure God,Active,2009.0,Death/Black Metal,Blood,2009-2022,2022,Colombia
7028,22292,Impure Sacrament,Active,2014.0,Black/Death Metal,Evil,2014-2022,2022,Argentina
7029,22293,Impure Ziggurat,Active,2012.0,Black/Death Metal,Lost Civilizations,2012-2022,2022,France
7030,22294,Impureza,Active,2004.0,Death Metal with Flamenco elements,Anti-Christianity,2004-2022,2022,France
7031,22303,In Contempt,On hold,2005.0,Death/Black Metal,Death,2005-2014,2014,Sweden
7032,22307,In Demoni,Active,2013.0,Death/Black Metal,Darkness,2013-2022,2022,Germany
7033,22310,In Extremis,Active,1996.0,Thrash/Death Metal,Humanity,1996-2022,2022,Argentina
7034,22313,In Glorious March,Active,2012.0,Death/Black Metal,Darkness,2012-2022,2022,Greece
7035,22314,In Hate,Active,2005.0,Death/Thrash Metal,Global failings,2005-2022,2022,Austria
7036,22316,In Hell with Traitors,Active,2008.0,Death Metal/Goregrind,Gore,2008-2022,2022,United States
7037,22317,In High Dungeon,Split-up,2005.0,Thrash/Death Metal,Religion,2005-2011,2011,Colombia
7038,22318,In League with Satan,Active,2007.0,Black/Death Metal,Satanism,2007-2022,2022,Italy
7039,22323,In Memorian,Split-up,1993.0,Death/Black Metal,Morbid rituals,1993-1996,1996,Brazil
7040,22328,In Reverence,Active,2010.0,Death Metal/Deathcore,Death,2010-2022,2022,Sweden
7041,22332,In tha Umbra,Active,1996.0,Black/Death Metal,Mysticism,1996-2022,2022,Portugal
7042,22335,In the Name of God,Active,2003.0,Death Metal with Classical influences,War,2003-2022,2022,United States
7043,22342,Inborn Suffering,Split-up,2002.0,Death/Doom Metal,Sadness,2002-2012,2012,France
7044,22345,Incarcerate,Active,2005.0,Death Metal/Grindcore,Brutality,2005-2022,2022,Malaysia
7045,22360,Incinerad,Active,2006.0,Death/Black Metal,Atheism,2006-2022,2022,Brazil
7046,22372,Indecent,Split-up,1998.0,Black/Death Metal,Death,1998-2009,2009,Germany
7047,22373,Indesinence,Split-up,2001.0,Doom/Death Metal,Sleep,2001-2015,2015,United Kingdom
7048,22374,Index Librorvm Prohibitorvm,Unknown,2005.0,Death/Thrash Metal,Death,2005-2009,2009,Brazil
7049,22378,Indomitor,Active,2012.0,Black/Death Metal,Desecration,2012-2022,2022,Ecuador
7050,22379,InDubio,Active,2008.0,Death/Thrash Metal,Fun,2008-2022,2022,Germany
7051,22385,Induxión Mental,Active,2010.0,Thrash/Death Metal,Social Criticism,2010-2022,2022,Argentina
7052,22390,Inertia,Active,2004.0,Gothic/Death Metal,Love/Death/Frustration,2004-2022,2022,Spain
7053,22394,Infamy,Active,1995.0,Death Metal/Grindcore,Death,1995-2022,2022,United States
7054,22401,Infanticide,Active,2002.0,Death Metal/Grindcore,Political Unrest,2002-2022,2022,Sweden
7055,22412,Infected Mind,Active,2005.0,Death/Thrash Metal,Social Issues,2005-2022,2022,Brazil
7056,22415,Infecthead,Active,2007.0,Industrial/Death Metal,Transhumanism,2007-2022,2022,Italy
7057,22417,Infectious Catheter Therapy,Active,2007.0,Death Metal/Grindcore,Gore,2007-2022,2022,Russia
7058,22420,Infector Cell,Active,2006.0,Thrash/Death Metal,Violence,2006-2022,2022,Brazil
7059,22421,Infectosis,On hold,2009.0,Thrash/Death Metal,Gore,2009-2012,2012,Chile
7060,22424,Infektion,Split-up,2008.0,Black/Death Metal,Life and Death,2008-2011,2011,Australia
7061,22425,Infer,Active,2002.0,Black/Death Metal,Anti-Humanity,2002-2022,2022,Slovakia
7062,22427,Inferia,Active,1989.0,Death Metal/Grindcore,Death,1989-2022,2022,Finland
7063,22428,Inferms,Active,2002.0,Death Metal/Grindcore,Death,2002-2022,2022,Brazil
7064,22434,Infernal Awakening,Active,2011.0,Black/Death Metal,Satanism,2011-2022,2022,United States
7065,22436,Infernal Blasphemy,Split-up,2002.0,Death/Black Metal,Anti-religion,2002-2008,2008,Brazil
7066,22438,Infernal Command,Active,2002.0,Thrash/Death Metal,War,2002-2022,2022,Paraguay
7067,22439,Infernal Conquest,Active,2011.0,Black/Death Metal,Barbarians,2011-2022,2022,United States
7068,22440,Infernal Curse,Active,2008.0,Black/Death Metal,Demons,2008-2022,2022,Argentina
7069,22444,Infernal Execrator,Active,2005.0,Black/Death Metal,Anti-Religion,2005-2022,2022,Singapore
7070,22446,Infernal Gates,Split-up,1992.0,Death/Doom Metal,Sorrow,1992-1999,1999,Sweden
7071,22455,Infernal Sacrament,Active,2012.0,Black/Death Metal,Traditional Satanism,2012-2022,2022,United States
7072,22456,Infernal Sacrifice,Active,2000.0,Death/Black Metal,Satanism,2000-2022,2022,Poland
7073,22457,Infernal Torture,Split-up,2005.0,Black/Death Metal,Life,2005-2009,2009,Germany
7074,22463,Inferno,On hold,2004.0,Death Metal/Experimental,War,2004-2022,2022,Venezuela
7075,22468,Infest,Active,2002.0,Death/Thrash Metal,Death,2002-2022,2022,Serbia
7076,22470,Infested,Active,2013.0,Death/Black Metal,Satanism,2013-2022,2022,Mexico
7077,22486,Ingrowing,Active,1995.0,Death Metal/Grindcore,Technology,1995-2022,2022,Czech Republic
7078,22487,Inhaling the Stench of Mustard Gas,Active,2002.0,Death Metal/Grindcore,War,2002-2022,2022,Australia
7079,22489,Inhumaine,Split-up,2004.0,Death/Thrash Metal,Humanity,2004-2008,2008,Australia
7080,22491,Inhuman,Split-up,2001.0,Doom/Death Metal,Death,2001-2003,2003,Poland
7081,22496,Inhumane Rites,Active,2003.0,Black/Death Metal,Anti-Christianity,2003-2022,2022,Brazil
7082,22498,Inhumate,Active,1990.0,Death Metal/Grindcore,Society,1990-2022,2022,France
7083,22503,Inmemorial,Active,1993.0,Doom/Death Metal,Melancholy,1993-2022,2022,Peru
7084,22506,Inner Mortum,Active,2008.0,Black/Death Metal,Sathan,2008-2022,2022,Mexico
7085,22507,Inner Sanctum,Active,2007.0,Death/Thrash Metal,Misanthropy,2007-2022,2022,India
7086,22512,InnerHate,Active,2001.0,Death Metal/Grindcore,Sickness,2001-2022,2022,Colombia
7087,22516,Innmorke,Split-up,2002.0,Black/Death Metal,Solitude,2002-2012,2012,Russia
7088,22518,Innocent F.F.,Active,1997.0,Death/Thrash Metal,Hate,1997-2022,2022,Switzerland
7089,22519,Innsmouth,Active,2008.0,Death/Black Metal,H.P. Lovecraft,2008-2022,2022,Australia
7090,22529,Inrisório,Active,2005.0,Death Metal/Grindcore,Anti-Christianity,2005-2022,2022,Brazil
7091,22538,Insane Therapy,Active,2008.0,Death Metal/Deathcore,Misanthropy,2008-2022,2022,Italy
7092,22541,Insanhak,Active,2000.0,Death/Thrash Metal,Death,2000-2022,2022,Malaysia
7093,22543,Insaniae,Active,2003.0,Doom/Death Metal,Darkness,2003-2022,2022,Portugal
7094,22553,Insanity Force,Active,2008.0,Death Metal/Grindcore,Hatred,2008-2022,2022,Brazil
