,id,name,status,formed_in,genre,theme,active,ended_in,country
1399,4946,Infernal Torment,Split-up,1996.0,Death Metal,Antichristianism,1996-2001,2001,Brazil
1400,4948,Infernal Vision,Active,2010.0,Death Metal,Anti-Christianity,2010-2022,2022,Chile
1401,4951,Infernus Serpest,Active,2009.0,Death Metal,Blasphemy,2009-2022,2022,Chile
1402,4958,Infestation,Active,1996.0,Death Metal,Anti-Religion,1996-2022,2022,United Kingdom
1403,4963,Infested Entrails,Active,2011.0,Death Metal,Torture,2011-2022,2022,Australia
1404,4964,Infested Tomb,Active,2012.0,Death Metal,Satanism,2012-2022,2022,Portugal
1405,4969,Infidel,Active,2006.0,Death Metal,Anti-Islam,2006-2022,2022,United States
1406,4971,Infidelis,Active,2013.0,Death Metal,Death,2013-2022,2022,Costa Rica
1407,4975,Infinitum Obscure,Active,2000.0,Death Metal,Anti-Religion,2000-2022,2022,Mexico
1408,4976,Infinity Horror,Active,2010.0,Death Metal,Blasphemy,2010-2022,2022,Brazil
1409,4978,Infirmity,Active,2010.0,Death Metal,Misanthropy,2010-2022,2022,United States
1410,4979,Infitar,Active,2010.0,Death Metal,Vanity,2010-2022,2022,Indonesia
1411,4982,Inflection,Active,2006.0,Death Metal,Zombies,2006-2022,2022,Argentina
1412,4984,Infusion,Split-up,1993.0,Death Metal,Society,1993-2005,2005,United States
1413,4987,Ingrained,Active,2003.0,Death Metal,Death,2003-2022,2022,Sweden
1414,4992,Inhearted,Split-up,2006.0,Death Metal,Psychological fear,2006-2010,2010,Mexico
1415,4994,Inherited Truth,Active,2007.0,Death Metal,Loneliness,2007-2022,2022,Japan
1416,4995,Inherithrone,Active,2011.0,Death Metal,Domination,2011-2022,2022,Chile
1417,4997,Inhumacion Masiva,Active,2011.0,Death Metal,Social Protest,2011-2022,2022,Guatemala
1418,4999,Inhuman,Active,2009.0,Death Metal,Instrumental,2009-2022,2022,Philippines
1419,5004,Inhuman Hatred,Split-up,1998.0,Death Metal,Gore,1998-2006,2006,Belgium
1420,5005,Inhuman Remnants,Active,2011.0,Death Metal,Hatred,2011-2022,2022,Australia
1421,5006,Inhumane,On hold,1996.0,Death Metal,Violence,1996-2022,2022,Ireland
1422,5008,Inhumanity,Active,2001.0,Death Metal,Destruction,2001-2022,2022,Indonesia
1423,5009,Inhumanity,Active,2008.0,Death Metal,Perception,2008-2022,2022,Poland
1424,5013,Inhumano,Active,2002.0,Death Metal,Gore,2002-2022,2022,Peru
1425,5022,Injuria,Active,2009.0,Death Metal,Horror,2009-2022,2022,Colombia
1426,5023,Injustice,Split-up,1986.0,Death Metal,Gore,1986-1990,1990,United States
1427,5025,Inmortem,Active,2010.0,Death Metal,Death,2010-2022,2022,Colombia
1428,5028,Inner Betrayer,Active,2010.0,Death Metal,Violence,2010-2022,2022,Colombia
1429,5032,Inner Demons Rise,Active,2008.0,Death Metal,Fantasy,2008-2022,2022,Brazil
1430,5033,Inner Dystopia,Active,2013.0,Death Metal,Nature,2013-2022,2022,Chile
1431,5036,Inner Hate,Active,2002.0,Death Metal,War Conflicts,2002-2022,2022,Czech Republic
1432,5037,Inner Hate,Active,2003.0,Death Metal,Death,2003-2022,2022,Puerto Rico
1433,5047,Inoculation,Split-up,1992.0,Death Metal,Occultism,1992-2005,2005,Brazil
1434,5048,Inoculation,Active,2011.0,Death Metal,Aliens,2011-2022,2022,United States
1435,5049,Inquest,Split-up,2004.0,Death Metal,Personal Conflict,2004-2006,2006,United States
1436,5051,Inquisicion,Active,2008.0,Death Metal,Death,2008-2022,2022,Argentina
1437,5055,Insanatory,Split-up,2010.0,Death Metal,Pain,2010-2011,2011,Germany
1438,5059,Insane Mind,Active,2002.0,Death Metal,Gore,2002-2022,2022,Germany
1439,5069,Inset,Active,2011.0,Death Metal,Death,2011-2022,2022,Poland
1440,5071,Inside Hatred,Active,2004.0,Death Metal,Anti-Christianity,2004-2022,2022,Brazil
1441,5074,Insinner,Active,2013.0,Death Metal,Death,2013-2022,2022,Malaysia
1442,5077,InSolitude,Active,2001.0,Death Metal,Solitude,2001-2022,2022,Sweden
1443,5078,Insolitum,Active,2009.0,Death Metal,Satanism,2009-2022,2022,Brazil
1444,5084,Insurrection,Active,2003.0,Death Metal,Politics,2003-2022,2022,Canada
1445,5093,Interium,Active,2000.0,Death Metal,Anti-Christianity,2000-2022,2022,Brazil
1446,5099,Internal Bleed,Active,2006.0,Death Metal,Flesh,2006-2022,2022,Brazil
1447,5106,Internal Lesions,Active,2010.0,Death Metal,Autodestructive attitude,2010-2022,2022,France
1448,5107,Internaldeath,Active,2013.0,Death Metal,Murder,2013-2022,2022,Brazil
1449,5108,Internecine,Split-up,1997.0,Death Metal,Anti-Christian,1997-2000,2000,United States
1450,5111,Intestinal,Active,2008.0,Death Metal,Death,2008-2022,2022,Sweden
1451,5114,Intestinal Vomit,Active,2004.0,Death Metal,Horror,2004-2022,2022,Brazil
1452,5116,Into Darkness,Active,1995.0,Death Metal,Torture,1995-2022,2022,Germany
1453,5118,Into the Fire,Active,2010.0,Death Metal,Anti-Christianity,2010-2022,2022,Brazil
1454,5119,Into the Grey,Active,2003.0,Death Metal,Gore,2003-2006,2006,United States
1455,5124,Introspection,Active,2006.0,Death Metal,Nietzsche Nihilism,2006-2022,2022,Brazil
1456,5129,Inuksuk,Active,2012.0,Death Metal,War,2012-2022,2022,Mexico
1457,5132,Invented God,Active,2012.0,Death Metal,War,2012-2022,2022,Poland
1458,5133,Inversion,Active,1998.0,Death metal,Christianity,1998-2022,2022,United States
1459,5137,Inverted Cross,Split-up,2012.0,Death Metal,Death,2012-2013,2013,Sweden
1460,5139,Inverted Pyramid,Active,2009.0,Death Metal,Conspiracies,2009-2022,2022,Italy
1461,5140,Inverted Serenity,Active,2009.0,Death Metal,Philosophy,2009-2022,2022,Canada
1462,5144,Invidiosus,Active,2006.0,Death Metal,Humorous Puns,2006-2022,2022,United States
1463,5148,Invocation,Split-up,1997.0,Death Metal,Demonology,1997-2005,2005,Australia
1464,5156,Ira,Active,1997.0,Death Metal,Reality,1997-2022,2022,Italy
1465,5157,Ira Projeckts,Active,2004.0,Death Metal,Hatred,2004-2022,2022,Chile
1466,5160,Ironic Reversal,Active,2014.0,Death Metal,Sci-fi,2014-2022,2022,India
1467,5162,Iscariot,Active,2001.0,Death Metal,Dying,2001-2011,2011,Poland
1468,5163,Iscaroth,Active,2009.0,Death Metal,Death,2009-2022,2022,Sweden
1469,5164,Ishi,Active,2003.0,Death Metal,Christianity,2003-2022,2022,Colombia
1470,5167,Islay,Active,2009.0,Death Metal,Scotch whisky,2009-2022,2022,Germany
1471,5168,Isolate,Active,2007.0,Death Metal,Human Mind,2007-2022,2022,Brazil
1472,5171,Israfel,Active,2005.0,Death Metal,Death,2005-2022,2022,United States
1473,5172,Istengoat,Active,2011.0,Death Metal,Anti-Judeochristianity,2011-2022,2022,Chile
1474,5177,Izate,Active,2015.0,Death Metal,Basque Paganism,2015-2022,2022,Spain
1475,5178,Izuver,Active,2005.0,Death Metal,Death,2005-2022,2022,Russia
1476,5184,Jason Goes to Hell,Active,1994.0,Death Metal,Society,1994-2022,2022,Italy
1477,5185,Jaws,Active,2005.0,Death Metal,Alien,2005-2022,2022,Germany
1478,5189,Jitoma Safiama,On hold,2013.0,Death Metal,Latin American Native Cultures,2013-2022,2022,Colombia
1479,5191,Johansson & Speckmann,Active,2013.0,Death Metal,Corruption,2013-2022,2022,International
1480,5192,Johnston,Active,2000.0,Death Metal,Death,2000-2022,2022,Germany
1481,5194,Judecca,Split-up,1991.0,Death Metal,Death,1991-1998,1998,United States
1482,5198,Jungle Rot,Active,1992.0,Death Metal,War,1992-2022,2022,United States
1483,5199,Just Before Dawn,Active,2012.0,Death Metal,War,2012-2022,2022,International
1484,5200,Just Hate,Active,1998.0,Death Metal,Death,1998-2022,2022,Brazil
1485,5205,Kaamos,Split-up,1998.0,Death Metal,Occultism,1998-2006,2006,Sweden
1486,5206,Kaatörsnik,Active,2002.0,Death Metal,Judgment,2002-2022,2022,Finland
1487,5207,Kabal,Active,2005.0,Death Metal,War,2005-2022,2022,Spain
1488,5215,Kahtahdhen,Split-up,1993.0,Death Metal,Epic,1993-2006,2006,Mexico
1489,5216,Kaiju,Active,2008.0,Death Metal,Monsters,2008-2022,2022,United States
1490,5219,Kaliira,Active,2013.0,Death Metal,Society,2013-2022,2022,Germany
1491,5221,Kalopsia,Active,1999.0,Death Metal,Gore,1999-2022,2022,United States
1492,5225,Kaos Vortex,Active,2011.0,Death Metal,Humanity,2011-2022,2022,Germany
1493,5226,Kaoscentrica,On hold,2001.0,Death Metal,Araucanians,2001-2022,2022,Chile
1494,5233,Karehgod,Split-up,2004.0,Death Metal,Darkness,2004-2006,2006,Netherlands
1495,5239,Karnak,Active,2009.0,Death Metal,Death,2009-2022,2022,Indonesia
1496,5240,Karnarium,Split-up,1998.0,Death Metal,Darkness,1998-2013,2013,Sweden
1497,5241,Karras,Active,2008.0,Death Metal,Death,2008-2022,2022,Argentina
1498,5244,Kasvoton,Active,2010.0,Death Metal,Death,2010-2022,2022,Finland
1499,5245,Katakombs,Active,2015.0,Death Metal,Death,2015-2022,2022,Germany
1500,5246,Kataleptic,Split-up,2008.0,Death Metal,Abuse,2008-2016,2016,United Kingdom
1501,5253,KatarSIS,Active,2001.0,Death Metal,Human behaviour,2001-2022,2022,Spain
1502,5254,Katastrofy,Active,2006.0,Death Metal,Blasphemies,2006-2022,2022,Brazil
1503,5258,Kathgor,Active,2007.0,Death Metal,Death,2007-2022,2022,Malaysia
1504,5260,Kayotik,Active,2006.0,Death Metal,Government,2006-2022,2022,United States
1505,5264,Keks,Split-up,1990.0,Death Metal,Occult,1990-1992,1992,Sweden
1506,5272,Khagan,Split-up,1997.0,Death Metal,War,1997-2006,2006,Austria
1507,5273,Khanus,Active,2015.0,Death Metal,Shamanism,2015-2022,2022,Finland
1508,5277,Khert-Neter,Active,1999.0,Death Metal,Egyptian Myths,1999-2022,2022,Finland
1509,5278,Khrophus,Active,1993.0,Death Metal,Death,1993-2022,2022,Brazil
1510,5282,Kill,Active,2008.0,Death Metal,Death,2008-2022,2022,Poland
1511,5288,Killchain,Active,2005.0,Death Metal,Gore,2005-2022,2022,Slovakia
1512,5291,Killer Corpse,Active,2011.0,Death Metal,Doom,2011-2022,2022,Malaysia
1513,5294,Killers of Faith,Active,2010.0,Death Metal,Anti-religion,2010-2022,2022,Brazil
1514,5299,Killing Mode,Split-up,1997.0,Death Metal,Death,1997-2006,2006,United Kingdom
1515,5309,Kingdom,Active,2003.0,Death Metal,Dark Side,2003-2022,2022,Poland
1516,5310,Kingdom of Blood,Active,2006.0,Death Metal,Conflicts,2006-2022,2022,Colombia
1517,5311,Kingdom of Maggots,Active,2002.0,Death Metal,Violence,2002-2022,2022,Brazil
1518,5319,Knell,Active,2004.0,Death Metal,Death,2004-2022,2022,Chile
1519,5328,Koloss,Active,2012.0,Death Metal,Extinction,2012-2022,2022,Germany
1520,5334,Koprotopsy,Active,2015.0,Death Metal,Death,2015-2022,2022,France
1521,5337,Korgull,Active,2006.0,Death Metal,Death,2006-2022,2022,Mexico
1522,5341,Korpus,On hold,2007.0,Death Metal,inner struggles,2007-2014,2014,Germany
1523,5342,Korrodead,Split-up,1998.0,Death Metal,Serial/Psychological Killers,1998-2002,2002,United Kingdom
1524,5348,Krashing,Split-up,1987.0,Death Metal,Religion,1987-1993,1993,Italy
1525,5349,Kraton,Active,2011.0,Death Metal,Negative Aspects of Human Nature,2011-2022,2022,Luxembourg
1526,5352,Kremation,Active,1992.0,Death Metal,Death & Afterlife of Sarawak,1992-2022,2022,Malaysia
1527,5355,Krenak,Active,2004.0,Death Metal,Anti-religion,2004-2022,2022,Brazil
1528,5358,Kriegszittern,Active,2015.0,Death Metal,War,2015-2022,2022,Germany
1529,5360,Krisiun,Active,1990.0,Death Metal,Satanism,1990-2022,2022,Brazil
1530,5362,Kroll,Active,2003.0,Death Metal,Death,2003-2022,2022,Venezuela
1531,5364,Kronis,Active,2008.0,Death Metal,Greed,2008-2022,2022,Indonesia
1532,5365,Kronotom,On hold,2002.0,Death Metal,Death,2002-2010,2010,Germany
1533,5366,Krueger,Active,1990.0,Death Metal,Porn,1990-2022,2022,Venezuela
1534,5367,Krumulk,Active,2003.0,Death Metal,Anti-Christianity,2003-2022,2022,Chile
1535,5374,Krypticy,Active,2013.0,Death Metal,Satanism,2013-2022,2022,Spain
1536,5375,Krypts,Active,2008.0,Death Metal,Lovecraftian Horror,2008-2022,2022,Finland
1537,5376,Kubur Masal,On hold,1999.0,Death Metal,Death,1999-2013,2013,Indonesia
1538,5379,Kult Mogił,Active,2014.0,Death Metal,Death,2014-2022,2022,Poland
1539,5381,Kurnugia,Active,2012.0,Death Metal,Death,2012-2022,2022,United States
1540,5386,L'estertor,Active,2006.0,Death Metal,Agony,2006-2022,2022,Paraguay
1541,5389,La Teoria del Kaos,Active,2007.0,Death Metal,Cannibalism,2007-2022,2022,Chile
1542,5390,Lacerated and Carbonized,Active,2005.0,Death Metal,Splatter (early),2005-2022,2022,Brazil
1543,5401,Lacerta,Active,2005.0,Death Metal,Aliens,2005-2022,2022,Australia
1544,5403,Laconist,Active,2007.0,Death Metal,Blasphemy,2007-2022,2022,Brazil
1545,5407,Lago,Active,2010.0,Death Metal,Isolation,2010-2022,2022,United States
1546,5416,Lampades,Active,2010.0,Death Metal,Greek Mythology,2010-2022,2022,Australia
1547,5421,Landmine Marathon,Active,2004.0,Death Metal,Death,2004-2022,2022,United States
1548,5422,Laniena Mentis,Split-up,1996.0,Death Metal,Paradise,1996-2011,2011,Czech Republic
1549,5424,Lapidation,Active,2012.0,Death Metal,Death,2012-2022,2022,Chile
1550,5426,Larrong,Active,1992.0,Death Metal,Nusantara Borneo Mythology,1992-2022,2022,Malaysia
1551,5428,Lasher Zombie,On hold,2006.0,Death Metal,Death,2006-2022,2022,Belize
1552,5431,Last Sacrament,Active,2006.0,Death Metal,Being,2006-2022,2022,United States
1553,5435,Laudanum,Active,2005.0,Death Metal,Instrumental,2005-2022,2022,Switzerland
1554,5436,Lavatory,Active,2010.0,Death Metal,Death,2010-2022,2022,Malaysia
1555,5439,Lay Down Rotten,Split-up,1999.0,Death Metal,Hate,1999-2015,2015,Germany
1556,5443,Lectern,Active,1999.0,Death Metal,Satan,1999-2022,2022,Italy
1557,5447,Left Hand Path,Split-up,2009.0,Death Metal,Apocalyptic themes,2009-2013,2013,Germany
1558,5450,Left to Rot,Active,2004.0,Death Metal,Gore,2004-2022,2022,United States
1559,5452,Legacy of Brutality,Active,2006.0,Death Metal,Violence,2006-2022,2022,Spain
1560,5462,Legion,Split-up,1991.0,Death Metal,Satanism,1991-1997,1997,Turkey
1561,5467,Legium,Split-up,2007.0,Death Metal,Murder,2007-2015,2015,Sweden
1562,5468,Leichen,Split-up,1998.0,Death Metal,Death,1998-2000,2000,Brazil
1563,5469,Lelahell,Active,2010.0,Death Metal,Philosophy/Society,2010-2022,2022,Algeria
1564,5472,Leper Messiah,Active,2002.0,Death Metal,Darkness,2002-2022,2022,Mexico
1565,5477,Leproso,Active,2007.0,Death Metal,Death,2007-2022,2022,United States
1566,5481,Leprous,Active,2006.0,Death Metal,Occult,2006-2022,2022,United States
1567,5482,Leptotrichia,Split-up,2000.0,Death Metal,Violence,2000-2013,2013,Belgium
1568,5486,Lethal Prayer,Active,1986.0,Death Metal,Sacrilegious,1986-2022,2022,United States
1569,5487,Lethal Sense,Active,1998.0,Death Metal,Cannibalism,1998-2022,2022,Brazil
1570,5488,Lethal Venom,Active,2004.0,Death Metal,Gore,2004-2022,2022,Mexico
1571,5489,Lethean,Active,2005.0,Death Metal,Gore,2005-2022,2022,United States
1572,5490,Letheria,Active,1998.0,Death Metal,Hate,1998-2022,2022,Finland
1573,5491,Leukemia,Split-up,1989.0,Death Metal,Gore,1989-1994,1994,Sweden
1574,5495,Lexoslaeta,Split-up,2003.0,Death Metal,Obscurity,2003-2011,2011,Chile
1575,5496,Licaón,Active,2011.0,Death Metal,Horror,2011-2022,2022,Uruguay
1576,5499,Liers in Wait,Split-up,1990.0,Death Metal,Mythology,1990-1995,1995,Sweden
1577,5509,Lifeless,Active,2004.0,Death Metal,Anti-religion,2004-2022,2022,Germany
1578,5514,Lightning,Active,1990.0,Death Metal,Suffering,1990-2022,2022,Spain
1579,5515,Lik,Active,2014.0,Death Metal,Death,2014-2022,2022,Sweden
1580,5517,Liklukt,Active,1994.0,Death Metal,Death,1994-2022,2022,Norway
1581,5527,Liquid Flesh,On hold,2014.0,Death Metal,Horror movies,2014-2022,2022,France
1582,5528,Lisergia,Active,2006.0,Death Metal,Evil,2006-2022,2022,Mexico
1583,5529,Litham,Split-up,1996.0,Death Metal,Evil,1996-2008,2008,Algeria
1584,5532,Livhzuena,Active,2011.0,Death Metal,Astrophysics,2011-2022,2022,France
1585,5533,Livilium,Active,2013.0,Death Metal,Life,2013-2022,2022,Indonesia
1586,5535,Living Decay,Active,2007.0,Death Metal,Gore,2007-2022,2022,United States
1587,5537,Living Pain,Split-up,1991.0,Death Metal,Death,1991-1994,1994,Spain
1588,5545,Loculus,Active,2007.0,Death Metal,Gore,2007-2022,2022,United States
1589,5549,Locust Grove,Split-up,2004.0,Death Metal,Death,2004-2007,2007,United States
1590,5553,Lord Ayphos,Split-up,2003.0,Death Metal,Death,2003-2006,2006,Brazil
1591,5554,Lord Blasphemer,Active,1988.0,Death Metal,Blasphemy,1988-2022,2022,United States
1592,5555,Lord Necropsy,Active,2010.0,Death Metal,Death,2010-2022,2022,United States
1593,5558,Lordaeron,Split-up,2005.0,Death Metal,Warcraft lore,2005-2011,2011,United Kingdom
1594,5566,Lou Cyfer,Split-up,1989.0,Death Metal,Occultism,1989-1994,1994,Brazil
1595,5572,Lucifer,Active,1998.0,Death Metal,Gore,1998-2022,2022,United States
1596,5573,Luciferase,On hold,2000.0,Death Metal,Decay,2000-2006,2006,Finland
1597,5574,Lucifericon,Active,2009.0,Death Metal,Occultism,2009-2022,2022,Netherlands
1598,5575,Luciferion,Split-up,1993.0,Death Metal,Evil,1993-2003,2003,Sweden
1599,5577,Luctiferu,Split-up,2002.0,Death Metal,Occultism,2002-2009,2009,Brazil
1600,5578,Lucturian,Active,2001.0,Death Metal,Death,2001-2022,2022,Colombia
1601,5581,Lunacyst,Active,2009.0,Death Metal,Gore,2009-2022,2022,Bahrain
1602,5583,Lunar Eclipse,Split-up,1996.0,Death Metal,Death,1996-2011,2011,Germany
1603,5589,Lustfer,Active,2001.0,Death Metal,Satanism,2001-2022,2022,Brazil
1604,5590,Lustful,On hold,1990.0,Death Metal,Violence,1990-2022,2022,Brazil
1605,5592,LvxLaxa,Active,2008.0,Death Metal,Chaos Magic,2008-2022,2022,United States
1606,5600,Maat,Active,2009.0,Death Metal,Ancient Egyptian Mythology,2009-2022,2022,Germany
1607,5602,Mabuse,Active,2011.0,Death Metal,Black Magic,2011-2022,2022,Norway
1608,5604,Macabra,Active,2011.0,Death Metal,Nature,2011-2022,2022,International
1609,5611,Machine Kill,Active,2013.0,Death Metal,Death,2013-2022,2022,United Kingdom
1610,5614,Macrofago,Active,2004.0,Death Metal,Blood,2004-2022,2022,Chile
1611,5617,Madness,Active,2005.0,Death Metal,Death,2005-2022,2022,Brazil
1612,5627,Maggot Crown,Active,2014.0,Death Metal,Death,2014-2022,2022,United States
1613,5631,Maggots,Active,2004.0,Death Metal,Zombies,2004-2022,2022,Mexico
1614,5635,Magnanimus,Active,2000.0,Death Metal,Occultism,2000-2022,2022,Chile
1615,5641,Maim,Active,2006.0,Death Metal,Death,2006-2022,2022,Sweden
1616,5646,Makina del Diablo,Active,2013.0,Death Metal,Sociopolitical psychology,2013-2022,2022,Mexico
1617,5647,Makrab,Active,2008.0,Death Metal,Poems based on traditional and folkloric themes,2008-2022,2022,Czech Republic
1618,5648,Mal Karma,Active,2012.0,Death Metal,Death,2012-2022,2022,Argentina
1619,5650,Mala Fides,Active,2003.0,Death Metal,Dark Sides of Life,2003-2022,2022,Poland
1620,5656,Maldito,Active,2011.0,Death Metal,History,2011-2022,2022,Colombia
1621,5658,Malduguns,Active,2007.0,Death Metal,Immaterial experiences,2007-2022,2022,Latvia
1622,5659,Malebolge,Active,2000.0,Death Metal,Wrath,2000-2022,2022,Mexico
1623,5662,Malediction,Active,1996.0,Death Metal,Ancient Gods,1996-2022,2022,Hungary
1624,5669,Malekhamoves,Active,2011.0,Death Metal,Satanism,2011-2022,2022,France
1625,5671,Maleventy,Split-up,2004.0,Death Metal,War,2004-2009,2009,Brazil
1626,5674,Malfas,Active,2011.0,Death Metal,Death,2011-2022,2022,Chile
1627,5679,Malicious,Active,2011.0,Death Metal,Death,2011-2022,2022,Finland
1628,5688,Malignant Christ,Split-up,2007.0,Death Metal,Anti-Christianity,2007-2013,2013,United States
1629,5690,Malignant Excremental,Active,2005.0,Death Metal,Gore,2005-2022,2022,Brazil
1630,5704,Mandatory,Active,2001.0,Death Metal,Death,2001-2022,2022,Germany
1631,5706,Mandingazo,Split-up,2003.0,Death Metal,Satanism,2003-2007,2007,Chile
1632,5712,Mangled,Split-up,1989.0,Death Metal,Death,1989-2006,2006,Netherlands
1633,5714,Mangled Corpse,Split-up,2015.0,Death Metal,Religion,2015-2016,2016,United States
1634,5717,Maniac,Active,2004.0,Death Metal,Suffering,2004-2022,2022,France
1635,5719,Maniaco,Active,2007.0,Death Metal,Madness,2007-2022,2022,Chile
1636,5724,Manifest,Split-up,1991.0,Death Metal,Death,1991-1998,1998,Netherlands
1637,5726,Manifesting,Active,2011.0,Death Metal,Occultism,2011-2022,2022,United States
1638,5731,Manrobbuka,Active,2010.0,Death Metal,Universal theology,2010-2022,2022,Indonesia
1639,5735,Manticore,Split-up,1988.0,Death Metal,Anti-Christianity,1988-1992,1992,Netherlands
1640,5739,Marasmus,Active,2007.0,Death Metal,Death,2007-2022,2022,United States
1641,5741,Mareld,Active,2012.0,Death Metal,Death,2012-2022,2022,Sweden
1642,5746,Martial Barrage,Active,2003.0,Death Metal,War,2003-2022,2022,Canada
1643,5752,Masachist,Active,2005.0,Death Metal,Death,2005-2022,2022,Poland
1644,5753,Masacre,Active,1988.0,Death Metal,Colombian Violence,1988-2022,2022,Colombia
1645,5754,Masada,On hold,2008.0,Death Metal,The Mind,2008-2022,2022,United States
1646,5755,Mask of Satan,Active,2015.0,Death Metal,Horror,2015-2022,2022,Finland
1647,5756,Maskbreaker,Active,2007.0,Death Metal,War,2007-2022,2022,Austria
1648,5759,Mass Burial,Active,2002.0,Death Metal,Death,2002-2022,2022,Spain
1649,5761,Mass Execution,Active,2008.0,Death Metal,Terror,2008-2022,2022,Brazil
1650,5762,Mass in Comatose,On hold,2007.0,Death Metal,Social,2007-2015,2015,Estonia
1651,5765,Mass Murder Frenzy,Active,2004.0,Death Metal,Death,2004-2022,2022,United States
1652,5768,Mass Obliteration,Active,2006.0,Death Metal,Religious,2006-2022,2022,Italy
1653,5779,Massive Assault,Active,2001.0,Death Metal,Violence,2001-2022,2022,Netherlands
1654,5781,Massive Lust,Active,2001.0,Death Metal,Violence,2001-2022,2022,Brazil
1655,5784,Master Goat,Active,2013.0,Death Metal,Satanism,2013-2022,2022,Brazil
1656,5785,Master's Death,Split-up,1990.0,Death Metal,Pain,1990-1995,1995,Czech Republic
1657,5787,Masticated,Active,2008.0,Death Metal,Nightmares,2008-2022,2022,Jersey
1658,5788,Masticated Entrails,Active,1994.0,Death Metal,Gore,1994-2022,2022,United States
1659,5790,Mastication,Split-up,1990.0,Death Metal,Death,1990-1991,1991,Sweden
1660,5791,Masticator,Split-up,1989.0,Death Metal,Horror,1989-1995,1995,Netherlands
1661,5796,Matadero,Active,2000.0,Death Metal,Drugs,2000-2022,2022,Spain
1662,5797,Matan S.A.,Active,2008.0,Death Metal,Serial killers,2008-2022,2022,Argentina
1663,5806,Mausoleum,Active,2001.0,Death Metal,Zombies,2001-2022,2022,United States
1664,5807,Mausoleum,Split-up,1988.0,Death Metal,War,1988-1994,1994,United States
1665,5810,Maximum Pentecost,On hold,1996.0,Death Metal,Christianity,1996-2022,2022,Brazil
1666,5811,Maxwell Murderers,Active,2003.0,Death Metal,Charles Bronson,2003-2022,2022,Brazil
1667,5812,Maze of Extermination,Active,2004.0,Death Metal,Chaos,2004-2022,2022,Mexico
1668,5814,Maze of Torment,Active,2011.0,Death Metal,Horror,2011-2022,2022,Bolivia
1669,5819,Meatgrinder,Active,1987.0,Death Metal,Humorous Gore,1987-2022,2022,Germany
1670,5822,Mechanical Chaos,Active,1995.0,Death Metal,Life,1995-2022,2022,Mexico
1671,5823,Mechanical Hydra,Active,2008.0,Death Metal,Mythology,2008-2022,2022,Mexico
1672,5840,Memoriam,Active,2016.0,Death Metal,War,2016-2022,2022,United Kingdom
1673,5846,Mendacity,Active,1994.0,Death Metal,Death,1994-2022,2022,United States
1674,5854,Mental Dissection,Active,1994.0,Death Metal,Death,1994-2022,2022,Russia
1675,5862,Mental Suffering,Active,2005.0,Death Metal,Satanism,2005-2022,2022,Brazil
1676,5864,Menteryo,Active,2010.0,Death Metal,Death,2010-2022,2022,Philippines
1677,5872,Merciless Massacre,Active,2005.0,Death Metal,Death,2005-2022,2022,Brazil
1678,5873,MercyKill,Active,2005.0,Death Metal,Death,2005-2022,2022,United States
1679,5879,Merlin,On hold,1992.0,Death Metal,Death,1992-2022,2022,Russia
1680,5881,Mesentery,Active,1992.0,Death Metal,Criticism of Society,1992-2022,2022,Germany
1681,5883,Mesetiah,Active,2008.0,Death Metal,Human weakness,2008-2022,2022,Finland
1682,5892,Metanoia,Split-up,1990.0,Death Metal,Christianity,1990-1999,1999,Australia
1683,5895,Metastasis,Active,2001.0,Death Metal,Gore,2001-2022,2022,Venezuela
1684,5896,Metastasys,Active,1996.0,Death Metal,Darkness,1996-2022,2022,Bolivia
1685,5899,Methods of Massacre,Active,2008.0,Death Metal,Excessive Brutality,2008-2022,2022,Germany
1686,5906,Miasmal,Active,2007.0,Death Metal,Apocalypse,2007-2022,2022,Sweden
1687,5907,Micawber,Active,2005.0,Death Metal,Death,2005-2022,2022,United States
1688,5912,Milk Hunter,Active,2006.0,Death Metal,Social events,2006-2022,2022,Turkey
1689,5922,Mindfuck,Active,2010.0,Death Metal,Social,2010-2022,2022,Colombia
1690,5930,Minefield Torment,Active,2014.0,Death Metal,Death,2014-2022,2022,Thailand
1691,5932,Minusone,Active,2002.0,Death Metal,Death,2002-2022,2022,Mexico
1692,5933,Misanthrope,On hold,2010.0,Death Metal,Death,2010-2022,2022,Mexico
1693,5938,Misanthropic Inoculation,Active,2010.0,Death Metal,Misanthropy,2010-2022,2022,United States
1694,5943,Misconception,Active,2010.0,Death Metal,Misanthropy,2010-2022,2022,Portugal
1695,5944,Miscreant,Active,1993.0,Death Metal,Occult,1993-2022,2022,Russia
1696,5945,Misdeed,Split-up,1992.0,Death Metal,Anti-Christian,1992-1995,1995,Estonia
1697,5946,Miseo,Split-up,2013.0,Death Metal,Social Criticism,2013-2016,2016,Germany
1698,5947,Misery,Split-up,1991.0,Death Metal,Death,1991-2007,2007,Australia
1699,5955,Mistress,Split-up,1998.0,Death Metal,Aggression,1998-2001,2001,Germany
1700,5957,Mnesis,Active,2001.0,Death Metal,Evil,2001-2022,2022,Canada
1701,5959,Modok,Active,2015.0,Death Metal,Death,2015-2022,2022,United States
1702,5968,Moloch,Split-up,2005.0,Death Metal,Death,2005-2007,2007,United States
1703,5971,Monad,Active,2015.0,Death Metal,Esoteric,2015-2022,2022,United Kingdom
1704,5974,Monastery Dead,Active,2004.0,Death Metal,Death,2004-2022,2022,Russia
1705,5975,Monastyr,Active,1991.0,Death Metal,Death,1991-2022,2022,Poland
